source,target,importance
ST3GAL5,ST3GAL5,0.9999943
KDM4C,KDM4C,0.9999199
U2AF1L5,U2AF1L5,1.0
AC005256.1,AC005256.1,1.0
MFAP3L,MFAP3L,1.0
GNB2L1,RPS18,0.4636118
RPS8,RPS18,0.4733336
RPS14,RPS18,0.47418302
RPS7,RPS18,0.48818958
RPL14,RPS18,0.5060304
RPL7,RPS18,0.516192
RPL5,RPS18,0.52230316
RPS4X,RPS18,0.5494532
RPL10A,RPS18,0.5686848
RPS6,RPS18,0.5756664
RPL34,RPS18,0.5812422
RPL3,RPS18,0.58475244
EEF1A1,RPS18,0.60554075
RPL13A,RPS18,0.61499196
RPS3,RPS18,0.6397682
RPS18,RPS18,0.99999976
FBXL16,FBXL16,0.9999876
RP11-284F21.8,RP11-284F21.8,1.0
SMN2,SMN2,0.9998176
RARG,RARG,1.0
DNAJB9,DNAJB9,0.9999022
NUF2,NUF2,1.0
SCN1B,SCN1B,1.0
B4GAT1,B4GAT1,0.99993545
WDR83,WDR83,0.99994254
TSPO,TSPO,1.0
FN1,FN1,0.9999487
ISG15,ISG15,0.99999297
MED10,MED10,0.999988
RP11-239H6.2,RP11-239H6.2,1.0
GYPE,GYPE,0.9999979
DFNB59,DFNB59,0.9999578
JCHAIN,JCHAIN,0.99993974
RRP15,RRP15,0.9999646
TMOD3,TMOD3,0.9999619
TTF2,TTF2,0.9999837
SLC2A6,SLC2A6,0.99994373
CPLX1,CPLX1,0.99999225
GNGT1,GNGT1,0.9999563
GUCY2D,KIF5C,0.32679272
PCDHA3,KIF5C,0.3388026
KIF5C,KIF5C,0.9999947
STC1,IL3RA,0.31659985
HAS1,IL3RA,0.31797493
CCL3,IL3RA,0.31897885
PMEPA1,IL3RA,0.34509712
PLPP4,IL3RA,0.34509712
SERPINB8,IL3RA,0.3710445
PHLDA1,IL3RA,0.37876263
SERPINE1,IL3RA,0.56056696
CRLF2,IL3RA,0.59811306
CCL4L2,IL3RA,0.6302224
CCL2,IL3RA,0.77156323
HIVEP2,IL3RA,0.78620994
TNS1,IL3RA,0.7963027
SRPX,IL3RA,0.7963027
PRR9,IL3RA,0.79630274
IL3RA,IL3RA,1.0
RP11-21M24.2,RP11-21M24.2,0.99982154
PRR19,PRR19,1.0
OPN3,OPN3,1.0
KCTD21,KCTD21,0.9998924
PRTG,PRTG,0.9999687
STOX1,STOX1,1.0
LIPH,LIPH,1.0
AK2,AK2,0.9999944
MED14OS,MED14OS,1.0
ARHGAP27,ARHGAP27,0.9999795
CPEB4,CPEB4,1.0
LINC01254,LINC01254,1.0
SCRT1,PLN,0.34941897
S100A8,PLN,0.37148124
MAL,PLN,0.8307465
DHRS2,PLN,1.0
PLN,PLN,1.0
GNG8,GNG8,0.9999837
IL5RA,IL5RA,1.0
PRDX1,PSME2,0.32546493
PSME2,PSME2,1.0
CEP19,CEP19,1.0
FEZ1,FEZ1,1.0
CTD-2619J13.14,CTD-2619J13.14,1.0
PEX5L,PEX5L,1.0
DMBX1,DMBX1,0.9999074
F2R,F2R,1.0
OPTN,OPTN,1.0
DUSP18,DUSP18,0.9999397
CTA-243E7.4,CTA-243E7.4,1.0
MAP1LC3B,MAP1LC3B,1.0
KHDRBS3,KHDRBS3,1.0
AC016831.7,AC016831.7,0.9998893
KCNJ6,KCNJ6,1.0
RP11-418J17.1,RP11-418J17.1,1.0
FAM98A,FAM98A,0.99992985
CD9,CD9,0.99991167
SLC35G5,SLC35G5,0.99990946
UQCRC2,UQCRC2,1.0
HSP90AA1,PSMD8,0.31010523
PSMB2,PSMD8,0.3103182
UBE2L3,PSMD8,0.31918246
GSTP1,PSMD8,0.33425474
PSMA4,PSMD8,0.3359871
RAN,PSMD8,0.34212404
PSMB1,PSMD8,0.35307592
UBB,PSMD8,0.37468675
PRDX1,PSMD8,0.41730404
PSMD8,PSMD8,1.0
AIFM2,AIFM2,0.99987125
CDC42EP4,CDC42EP4,1.0
VEGFA,VEGFA,0.9999693
LINC01550,LINC01550,0.9999535
CCDC86,CCDC86,0.9999849
MAPRE3,MAPRE3,0.999914
RNF222,RNF222,1.0
TNFAIP6,TNFAIP6,1.0
WNK4,WNK4,1.0
APOL6,APOL6,1.0
ZNF484,ZNF484,0.9998988
KREMEN2,KREMEN2,0.99994665
TMEM126A,TMEM126A,1.0
ANTXR2,ANTXR2,0.99994296
REN,RP13-317D12.3,0.3721188
RP13-317D12.3,RP13-317D12.3,1.0
RP11-649A18.12,RP11-649A18.12,0.9998698
TMEM163,TMEM163,0.99996495
LRRC1,LRRC1,1.0
IL32,IL32,0.9999349
FFAR4,FFAR4,1.0
DDAH2,DDAH2,1.0
APP,SERPINB8,0.3201566
CCDC70,SERPINB8,0.32499558
EPHA10,SERPINB8,0.32499558
CREB5,SERPINB8,0.33890724
CRLF2,SERPINB8,0.35007238
CCL4L2,SERPINB8,0.36875972
IL3RA,SERPINB8,0.3710445
TFPI2,SERPINB8,0.38761324
CCNA1,SERPINB8,0.38761333
CTB-178M22.2,SERPINB8,0.38762596
CCL2,SERPINB8,0.39965552
RP11-366H4.1,SERPINB8,0.42563415
TNS1,SERPINB8,0.46632317
PRR9,SERPINB8,0.46632543
SRPX,SERPINB8,0.46632552
SERPINB8,SERPINB8,0.9999404
RP11-319E16.2,RP11-319E16.2,1.0
MAEL,MAEL,1.0
HCST,HCST,1.0
HIVEP2,AKAP12,0.3630185
CCL3,AKAP12,0.44828483
PMEPA1,AKAP12,0.48500374
PLPP4,AKAP12,0.48500374
AKAP12,AKAP12,0.99998355
MRPL46,MRPL46,1.0
RP11-46H11.12,RP11-46H11.12,1.0
PERP,PERP,1.0
TMEM132A,TMEM132A,0.99996084
ANGPT2,ANGPT2,1.0
RP11-725P16.2,RP11-725P16.2,1.0
LDHA,MDH2,0.31594437
CACYBP,MDH2,0.31798393
PSMB1,MDH2,0.32158774
NPM1,MDH2,0.32197797
UBB,MDH2,0.33238766
ALDOA,MDH2,0.33435702
PSMA4,MDH2,0.33632872
LDHB,MDH2,0.3399226
GAPDH,MDH2,0.3421639
RAN,MDH2,0.35443035
PRDX1,MDH2,0.38802275
MDH2,MDH2,1.0
RHEB,RHEB,1.0
ALYREF,ALYREF,0.9999855
SAMD4A,GNAL,0.37050357
GNAL,GNAL,1.0
EIF2B1,EIF2B1,0.9999761
PRELID1,PRELID1,1.0
PPOX,PPOX,1.0
SULT1A1,SULT1A1,0.9999899
IL27RA,IL27RA,1.0
RALA,RALA,1.0
RGS18,RGS18,0.9999939
UBE2I,UBE2I,1.0
DBF4B,DBF4B,1.0
RNF165,ABLIM1,0.4448453
ABLIM1,ABLIM1,1.0
SEZ6L2,SEZ6L2,0.99999714
NFE2,NFE2,1.0
FKTN,FKTN,1.0
DRG1,DRG1,0.9999632
HSPA9,HSPA9,0.9999863
LINC00664,TMEM213,0.33404037
TMEM213,TMEM213,1.0
STK32C,STK32C,0.99996954
RPL3L,RPL3L,0.9999431
ARHGEF28,ARHGEF28,0.9997646
GNG10,GNG10,0.99996156
FAM173A,FAM173A,1.0
CTD-2588C8.8,CTD-2588C8.8,0.9999363
ATRIP-1,ATRIP-1,1.0
RSPH1,RSPH1,0.9998405
TMEM92,TMEM92,0.9999749
BATF2,BATF2,0.99992526
DHCR24,DHCR24,1.0
SHANK2-AS1,SHANK2-AS1,1.0
MBNL2,MBNL2,1.0
AFMID,AFMID,0.99998444
OTOG,KCNN3,0.45456412
KCNN3,KCNN3,1.0
FKBP4,FKBP4,1.0
TMEM82,TMEM82,1.0
FAM161B,FAM161B,1.0
MRPS2,MRPS2,0.9999984
GREB1,GREB1,1.0
FAM133A,FAM133A,1.0
MYO15A,MYO15A,1.0
RP11-160E2.6,RP11-160E2.6,1.0
DNPH1,DNPH1,1.0
SLC35B1,SLC35B1,0.99995744
AC012314.8,AC012314.8,0.9999148
FAM162A,FAM162A,0.9999893
TBC1D2,TBC1D2,0.9999584
TIMM44,TIMM44,1.0
RP5-892K4.1,RP5-892K4.1,1.0
CPE,RP11-142A22.4,0.3904836
RP11-142A22.4,RP11-142A22.4,1.0
AC005264.2,PI16,0.36888954
PHLDA3,PI16,0.41155863
PRSS35,PI16,0.4185795
OLFML3,PI16,0.4220658
PI16,PI16,0.999984
PIP5KL1,PIP5KL1,0.9999916
RP11-46H11.3,DENND2A,0.31519085
BAAT,DENND2A,0.40027392
SAMD4A,DENND2A,0.47746333
DENND2A,DENND2A,1.0
MUC12,ITK,0.35168672
KISS1,ITK,0.37778017
XIRP1,ITK,0.38337615
LIFR,ITK,0.3928652
RP11-1152H15.1,ITK,0.46300447
STC1,ITK,0.7861784
ITK,ITK,0.99995655
FAM110D,FAM110D,1.0
APOLD1,APOLD1,0.9999385
CD81,CD81,1.0
RNF122,RNF122,1.0
MFSD14C,MFSD14C,0.9999158
FAM71E1,FAM71E1,1.0
MYOZ3,MYOZ3,1.0
CNNM4,CNNM4,0.99993044
RP11-1391J7.1,RP11-1391J7.1,1.0
SMOX,SMOX,1.0
MRPL38,MRPL38,1.0
PRDX1,EBNA1BP2,0.3118101
RANBP1,EBNA1BP2,0.3132258
EBNA1BP2,EBNA1BP2,1.0
CDC25A,CDC25A,0.9999542
CXCL11,CXCL11,1.0
AP001469.9,AP001469.9,0.99990374
DSEL,DSEL,0.99991286
SHF,SHF,1.0
ADD2,ADD2,1.0
SLPI,TRGC1,0.34681225
TRGC1,TRGC1,1.0
SEMA4A,SEMA4A,1.0
ARHGAP11B,ARHGAP11B,0.9999911
EPOR,EPOR,0.9999474
KRT18,KRT18,0.9999982
RANBP1,SNRPB,0.32522643
SNRPB,SNRPB,0.99999976
ZNF418,ZNF418,1.0
TEX9,TEX9,1.0
BISPR,BISPR,0.99992216
ACAT1,ACAT1,0.99997574
CLEC2B,CLEC2B,0.9999359
SNN,SNN,1.0
CRYM-AS1,CRYM-AS1,1.0
KCNS3,KCNS3,0.99983984
AZIN2,AZIN2,1.0
FANCB,FANCB,1.0
S100Z,S100Z,0.9998673
CCDC159,CCDC159,0.9999881
TSPAN4,TSPAN4,1.0
RP11-284F21.9,RP11-284F21.9,0.99999726
RP11-93H24.3,RP11-93H24.3,0.9999975
RPS7,RPS15,0.31497642
RPL14,RPS15,0.32139245
RPS5,RPS15,0.32826057
RPL36,RPS15,0.3454979
RPS18,RPS15,0.3662337
RPS15,RPS15,0.9999994
FAM153B,FAM153B,1.0
RP4-647C14.3,RP4-647C14.3,1.0
LCAT,LCAT,0.9998858
ADAT2,ADAT2,1.0
TCP11L1,TCP11L1,1.0
LONP1,LONP1,1.0
PLA2G12A,PLA2G12A,1.0
TPM1,TPM1,1.0
RP11-319G6.1,RP11-319G6.1,1.0
PSMC4,PSMC4,0.9999438
PSMA7,RAN,0.3685784
UBB,RAN,0.3862141
NPM1,RAN,0.38707665
PTMA,RAN,0.39993244
NDUFS5,RAN,0.401741
PSMA4,RAN,0.40583208
PSMB2,RAN,0.40920565
UBE2L3,RAN,0.4182458
PSMB1,RAN,0.4250932
NME1,RAN,0.43563884
HSP90AA1,RAN,0.43620494
CACYBP,RAN,0.43784684
HMGB1,RAN,0.44804662
RANBP1,RAN,0.5164377
PRDX1,RAN,0.51677483
RAN,RAN,0.99999756
LYPLAL1,LYPLAL1,1.0
PPIF,PPIF,1.0
FAM212B-AS1,FAM212B-AS1,1.0
PA2G4,DDX21,0.31514764
RANBP1,DDX21,0.34502518
DDX21,DDX21,0.9999998
PKMYT1,PKMYT1,1.0
FAM64A,FAM64A,1.0
SNX20,FLJ36000,0.33410558
FLJ36000,FLJ36000,1.0
CTB-127C13.1,CTB-127C13.1,1.0
TOM1L2,TOM1L2,1.0
TEC,TEC,0.9999513
DLG5,DLG5,0.99999243
XX-FW83563B9.5,XX-FW83563B9.5,0.99990034
ASCL2,ASCL2,0.9999292
TRAF3IP3,TLR4,0.32463098
TLR4,TLR4,1.0
DNASE1L3,DNASE1L3,1.0
IL17RB,IL17RB,1.0
SAG,SAG,0.9999199
HSD17B11,HSD17B11,0.9999317
LINC00311,LINC00311,1.0
SERPIND1,SERPIND1,1.0
SH3BP5,SH3BP5,1.0
MTHFD2L,MTHFD2L,1.0
KIF22,KIF22,0.9999307
UQCRQ,UQCRQ,1.0
RREB1,RREB1,0.99997574
POC1A,POC1A,1.0
ZNFX1,ZNFX1,0.99991447
STX1B,STX1B,0.9998595
PCAT14,PCAT14,0.9999735
KCTD19,KCTD19,0.9999328
SAR1A,SAR1A,0.99999
AMPH,AMPH,0.9999341
MECOM,MECOM,0.9999554
HYI,HYI,1.0
LINC00910,LINC00910,0.99984545
KBTBD8,KBTBD8,1.0
SLC22A5,SLC22A5,1.0
RPP30,RPP30,1.0
CTD-2288F12.1,CTD-2288F12.1,1.0
LCTL,LCTL,1.0
AVEN,AVEN,1.0
ADA,ADA,1.0
CMB9-22P13.1,CMB9-22P13.1,0.99988186
VGF,VGF,1.0
ACTL6A,ACTL6A,1.0
RP11-466A19.1,RP11-466A19.1,1.0
PILRB,PILRB,0.9999845
MLLT11,MLLT11,1.0
S1PR3,S1PR3,0.9999646
AC133644.2,AC133644.2,0.9999251
MRAS,MRAS,0.99994785
TIMM8A,TIMM8A,1.0
HELZ2,HELZ2,0.99993813
HOXC12,HOXC12,1.0
SLC39A14,SLC39A14,1.0
TFAP2B,TFAP2B,1.0
MTFP1,MTFP1,0.99998593
CHRM3,CHRM3,0.9999494
AC079135.1,AC079135.1,0.9999757
SLC25A15,SLC25A15,1.0
OAT,OAT,0.9999688
NUDT7,NUDT7,1.0
TUBB1,TUBB1,1.0
S100A10,S100A10,1.0
RANGAP1,RANGAP1,0.9999737
PDLIM1,PDLIM1,0.99999136
RHOU,RHOU,0.999967
ORAI2,ORAI2,1.0
HEPH,HEPH,1.0
AC093673.5,AC093673.5,0.9999551
FTL,OAZ1,0.33328816
OAZ1,OAZ1,1.0
SPATA7,SPATA7,0.99989647
CDKN1B,CDKN1B,0.9998979
FAM153C,BHLHE41,0.4236153
BHLHE41,BHLHE41,1.0
ZNF17,ZNF17,1.0
PTOV1-AS1,PTOV1-AS1,1.0
MITF,MITF,0.99994755
RP11-677M14.3,RP11-677M14.3,0.9999132
AMH,AMH,1.0
RP11-834C11.15,RP11-834C11.15,1.0
BBS9,BBS9,1.0
DHRS11,DHRS11,0.9999902
LETM1,LETM1,1.0
NRARP,NRARP,1.0
HMMR,CDC20,0.31194067
BIRC5,CDC20,0.31490108
CENPE,CDC20,0.31523812
AURKA,CDC20,0.3224196
TPX2,CDC20,0.3272642
CENPF,CDC20,0.33156615
CKS2,CDC20,0.35357285
HMGB2,CDC20,0.35931322
CCNB1,CDC20,0.35957518
PLK1,CDC20,0.3884164
UBE2S,CDC20,0.44037005
CDC20,CDC20,0.9999602
HBZ,ALAS2,0.33958632
ALAS2,ALAS2,1.0
RP11-887P2.5,RP11-887P2.5,1.0
AL589743.1,AL589743.1,0.99996877
EGR3,EGR3,0.99996805
RANBP1,FTL,0.3155247
OAZ1,FTL,0.33328816
FTH1,FTL,0.54147273
FTL,FTL,1.0
RP3-525N10.2,RP1-101G11.3,0.4189973
RP1-101G11.3,RP1-101G11.3,1.0
DCT,SOX21-AS1,0.6113947
RP11-54H7.4,SOX21-AS1,0.6260101
SOX21-AS1,SOX21-AS1,1.0
CCPG1,CCPG1,1.0
SEMA7A,SEMA7A,1.0
RAB3IL1,RAB3IL1,1.0
EGFL7,EGFL7,1.0
EGFL8,EGFL8,0.9999765
RP11-395B7.4,RP11-395B7.4,0.9999223
SPNS3,SPNS3,1.0
RPL6,RPL3,0.4787256
RPL34,RPL3,0.483802
RPL14,RPL3,0.53463924
GNB2L1,RPL3,0.5367275
RPL4,RPL3,0.5469026
RPL5,RPL3,0.57141244
RPL10,RPL3,0.5821485
RPL7,RPL3,0.5841181
RPS18,RPL3,0.58475244
RPS4X,RPL3,0.6212153
RPL10A,RPL3,0.6263963
RPS3,RPL3,0.649947
EEF1A1,RPL3,0.70076793
RPS6,RPL3,0.70618254
RPL13A,RPL3,0.719129
RPL3,RPL3,0.999999
SNHG8,SNHG8,1.0
VIM,VIM,0.9999989
CCRL2,CCRL2,0.9998949
CDK18,CDK18,1.0
TCTE3,TCTE3,0.99989265
HSPA6,HSPA6,1.0
IKZF3,IKZF3,1.0
RP11-138J23.1,RP11-138J23.1,0.99996614
WDR74,WDR74,0.9999483
AATBC,RP11-556I14.1,0.3884488
RP11-556I14.1,RP11-556I14.1,1.0
CTD-2012K14.6,CTD-2012K14.6,1.0
TRPV4,TRPV4,1.0
RP11-101E13.5,RP11-101E13.5,0.9999549
RP11-10C24.1,RP11-10C24.1,1.0
SEMA3B,SEMA3B,1.0
ARL4A,ARL4A,1.0
MRPL16,MRPL16,0.99996334
ATP5J2,SNRPF,0.31060907
SLIRP,SNRPF,0.31418714
PTMA,SNRPF,0.32583836
NDUFS5,SNRPF,0.32639882
NME1,SNRPF,0.34187648
RANBP1,SNRPF,0.34955573
HSPE1,SNRPF,0.36596683
SNRPF,SNRPF,0.99999934
AKTIP,AKTIP,0.9999043
HIST1H2BG,HIST1H2BG,1.0
CYB5D2,CYB5D2,1.0
KLK10,KLK10,1.0
ZNF311,ZNF311,0.9999584
RP1-234P15.4,RP1-234P15.4,1.0
MANEAL,MANEAL,1.0
PRSS22,FAM107B,0.4723939
FAM107B,FAM107B,1.0
ADAMTS12,ADAMTS12,1.0
BCL2,BCL2,1.0
PSMB3,UFD1L,0.31167746
GAPDH,UFD1L,0.31381395
ALDOA,UFD1L,0.31537762
CLIC1,UFD1L,0.31762767
PSMA7,UFD1L,0.32379055
HSP90AA1,UFD1L,0.32783937
RAN,UFD1L,0.3284971
PSMA4,UFD1L,0.33271605
UBE2L3,UFD1L,0.33859918
PSMB1,UFD1L,0.33957678
PRDX1,UFD1L,0.35906994
UBB,UFD1L,0.36160862
UFD1L,UFD1L,0.9999969
PTMA,SET,0.3127625
HNRNPH1,SET,0.33020097
NCL,SET,0.3580351
SET,SET,0.99999917
LINC01220,LINC01220,1.0
ALPL,ALPL,0.9998505
VSIG4,VSIG4,1.0
HLA-B,HLA-B,0.9999763
CTB-161C1.1,CTB-161C1.1,1.0
LENG8,LENG8,0.9999853
BRWD1-AS2,BRWD1-AS2,0.9999727
FARP1,FARP1,1.0
SLC36A4,SLC36A4,1.0
ZNHIT6,ZNHIT6,0.99994534
PANK4,PANK4,0.9999923
GALNT5,GALNT5,0.9999942
PIK3CD,PIK3CD,0.9999664
CKAP2,CKAP2,1.0
SLC35D3,SLC35D3,0.9999736
MCM6,MCM6,1.0
NCR3,NCR3,0.9998944
TLE2,TLE2,0.9999394
EPHB4,EPHB4,1.0
STX17-AS1,STX17-AS1,0.9999953
FAM155A,RP11-182J23.1,0.36725217
RP11-182J23.1,RP11-182J23.1,0.9999546
TNXB,TNXB,0.9999516
CCDC28B,CCDC28B,1.0
IL6R,IL6R,0.9998929
RAB34,RAB34,0.99993867
FAH,FAH,0.9998926
SNPH,SNPH,1.0
RP11-142A22.4,CPE,0.3904836
NCALD,CPE,0.4207945
HHIP-AS1,CPE,0.42604685
INPP4B,CPE,0.4437921
CPE,CPE,1.0
PRDX1,PPIH,0.3361771
PPIH,PPIH,1.0
TVP23A,TVP23A,1.0
RNF144A,RNF144A,0.99998707
ZNF573,ZNF573,1.0
CCNE2,CCNE2,1.0
SLC4A8,SLC4A8,1.0
RGS9BP,RGS9BP,1.0
FAM227B,FAM227B,1.0
OGDHL,OGDHL,0.99994284
MIIP,MIIP,1.0
RP11-317O24.2,RP11-317O24.2,1.0
ARMC9,ARMC9,1.0
SCRN1,SCRN1,1.0
RP11-417L19.2,RP11-417L19.2,1.0
DCAF4,DCAF4,0.9999557
ARL6,ARL6,1.0
CA11,CA11,0.9999846
CTA-384D8.36,CTA-384D8.36,1.0
LINC01356,LINC01356,0.9998671
PKN3,PKN3,0.99995136
PIF1,MKI67,0.3144307
TOP2A,MKI67,0.3540084
MKI67,MKI67,1.0
RP11-867G23.4,RP11-867G23.4,1.0
DUT,DUT,1.0
FAM27C,FAM27C,0.99996895
DMTN,DMTN,1.0
LINC00997,LINC00997,0.9998606
NACA2,NACA2,0.9999
RSAD2,RSAD2,1.0
SERPINB9,SERPINB9,0.9999666
RP11-386I14.4,RP11-386I14.4,0.9999936
PORCN,PORCN,1.0
ODC1,ODC1,1.0
DOPEY2,DOPEY2,0.9998874
RP11-267M23.4,RP11-267M23.4,1.0
HIST1H4C,CDC45,0.32060555
CDC45,CDC45,1.0
RP11-313P13.5,RP11-313P13.5,1.0
PRPS2,PRPS2,1.0
PAK1IP1,PAK1IP1,1.0
FOXM1,FOXM1,0.99998426
LINC01426,LINC01426,1.0
SLC43A3,SLC43A3,1.0
AP000654.4,AP000654.4,0.99983466
ANKRD55,ANKRD55,1.0
MYL9,MYL9,1.0
SERF2,SERF2,1.0
LINC01116,LINC01116,1.0
ATP8B3,ATP8B3,0.99996614
EEF2,RPL10,0.3621369
RPL4,RPL10,0.42831564
RPS18,RPL10,0.43977064
RPS5,RPL10,0.43990934
RPL14,RPL10,0.44891143
GNB2L1,RPL10,0.45681295
RPL5,RPL10,0.46793795
RPL7,RPL10,0.48159635
RPL10A,RPL10,0.49885935
RPS4X,RPL10,0.5327448
RPS6,RPL10,0.5360558
RPS3,RPL10,0.5430108
EEF1A1,RPL10,0.563862
RPL3,RPL10,0.5821485
RPL13A,RPL10,0.6076683
RPL10,RPL10,0.99999976
TTYH3,TTYH3,0.9999283
MDH1,MDH1,0.999978
ZNF79,ZNF79,0.9998998
PARD6A,PARD6A,1.0
RFTN1,RFTN1,1.0
PCF11-AS1,PCF11-AS1,0.9999451
DLGAP3,DLGAP3,1.0
ZNF843,ZNF843,0.9998629
RP11-609N14.1,RP11-609N14.1,1.0
DNLZ,DNLZ,1.0
SLC19A2,SLC19A2,0.9999123
NUCKS1,HMGB2,0.315658
H2AFZ,HMGB2,0.31619364
CALM2,HMGB2,0.31686825
TOP2A,HMGB2,0.32104063
CCNB1,HMGB2,0.3250596
PLK1,HMGB2,0.3283603
RANBP1,HMGB2,0.34762388
TPX2,HMGB2,0.3567968
CDC20,HMGB2,0.35931322
CENPF,HMGB2,0.36681002
BIRC5,HMGB2,0.36832172
CKS2,HMGB2,0.3783931
HMGB1,HMGB2,0.382557
CKS1B,HMGB2,0.39068055
UBE2S,HMGB2,0.4531008
HMGB2,HMGB2,0.999998
NUP37,NUP37,1.0
TFF3,TFF3,0.99996775
TIMP2,TIMP2,0.9999156
RP11-63A1.1,RP11-63A1.1,1.0
RP11-1114A5.4,RP11-1114A5.4,0.9999163
C1QTNF1-AS1,ASB9,0.4198301
ASB9,ASB9,1.0
PTMA,HNRNPA2B1,0.33787003
RANBP1,HNRNPA2B1,0.34151393
HMGB1,HNRNPA2B1,0.34539452
HNRNPA2B1,HNRNPA2B1,1.0
LINC00426,LINC00426,1.0
FOXD3,FOXD3,0.9999595
HAPLN3,HAPLN3,0.9999686
MRPS7,MRPS7,1.0
MED18,MED18,1.0
UCK2,UCK2,0.9999752
CTA-293F17.1,CTA-293F17.1,1.0
LGALS2,LGALS2,0.9999961
FAM60A,FAM60A,0.99999946
ZBTB47,ZBTB47,1.0
AHSA1,AHSA1,1.0
BEX5,BEX5,0.9999142
MBD6,MBD6,1.0
LYL1,LYL1,1.0
BAK1,BAK1,0.9999121
SLC38A2,SLC38A2,1.0
CYP1B1,CYP1B1,1.0
TCF15,TCF15,1.0
HAUS3,HAUS3,0.9999068
KLB,KLB,0.9999461
SGOL2,SGOL2,1.0
RLTPR,RLTPR,0.9999992
CD52,CD52,0.99997723
POFUT2,POFUT2,0.99996006
TRAPPC6A,TRAPPC6A,1.0
TSC22D3,TSC22D3,0.9999895
NOTCH1,NOTCH1,1.0
TCEAL5,TCEAL5,0.9999522
DHFRL1,DHFRL1,0.9999436
MIR3681HG,MIR3681HG,0.99989694
SYNCRIP,SYNCRIP,0.9999956
PSMC5,PSMC5,0.99999875
LINC00665,LINC00665,1.0
NUP62,NUP62,1.0
ITGB2,ITGB2,1.0
FGF22,FGF22,0.9999685
LARP6,LARP6,1.0
FGFR4,FGFR4,1.0
PLXDC1,PLXDC1,0.99995536
SUGCT,SUGCT,1.0
RP4-735C1.4,FCRL2,0.4491703
FCRL2,FCRL2,1.0
CNNM1,CNNM1,0.99997944
RP11-492E3.2,RP11-492E3.2,1.0
CDC42BPB,CDC42BPB,1.0
CNKSR1,CNKSR1,1.0
CLEC4D,CLEC4D,0.99994195
HCLS1,CIB3,0.33523932
NCF1,CIB3,0.3361402
ADGRG5,CIB3,0.33932862
ALOX5AP,CIB3,0.3713401
ADGRE3,CIB3,0.38784942
IL22RA2,CIB3,0.52797925
CIB3,CIB3,1.0
KIAA0753,KIAA0753,0.99988705
RP11-647K16.1,RP11-647K16.1,1.0
FAM95B1,FAM95B1,0.9999076
SHCBP1,SHCBP1,0.9999291
MRC2,MRC2,1.0
NDUFS5,POMP,0.31541866
PSMB3,POMP,0.3167868
UBB,POMP,0.3211758
UBE2L3,POMP,0.32396758
PSMB1,POMP,0.33025655
ATP5G3,POMP,0.3499334
PRDX1,POMP,0.3822896
POMP,POMP,0.99999905
JUND,JUND,1.0
POLR3H,POLR3H,1.0
MRPL15,MRPL15,0.9999783
KIF21A,KIF21A,1.0
CTTNBP2,CTTNBP2,1.0
RAB12,RAB12,1.0
KLLN,KLLN,1.0
CCDC174,CCDC174,0.9999718
CALB1,CALB1,1.0
MATK,MATK,0.9999831
NCAPG2,NCAPG2,0.999951
SPTA1,SPTA1,0.9999293
PLN,SCRT1,0.34941897
DHRS2,SCRT1,0.34941927
SCRT1,SCRT1,1.0
ODF2,ODF2,1.0
GLTSCR1,GLTSCR1,0.9998777
XPA,XPA,0.9999758
TXNDC17,TXNDC17,1.0
WNK2,WNK2,1.0
RP5-967N21.11,RP5-967N21.11,1.0
MAGEA3,MAGEA3,1.0
ROPN1L,ROPN1L,1.0
DAND5,DAND5,0.9999637
TM7SF2,TM7SF2,0.99987423
SPIN4,SPIN4,0.9999579
ZNF555,ZNF555,1.0
LGALS1,LGALS1,1.0
PIGN,PIGN,0.99998033
SH2D2A,SH2D2A,1.0
BIN2,BIN2,1.0
AC100830.5,AC100830.5,1.0
CTNNAL1,CTNNAL1,0.9999859
IL4R,IL4R,0.9999668
POU3F2,POU3F2,0.99998057
BCAS4,BCAS4,1.0
SNRPF,ATP5J2,0.31060907
SLIRP,ATP5J2,0.33565155
NME1,ATP5J2,0.33871004
ATP5G3,ATP5J2,0.3445466
PRDX1,ATP5J2,0.36533836
HSPE1,ATP5J2,0.37589365
NDUFS5,ATP5J2,0.38124445
ATP5J2,ATP5J2,0.99999917
HSPE1,SNRPE,0.31937212
SNRPE,SNRPE,0.99999756
PSMB9,PSMB9,0.9999258
NGEF,NGEF,0.99993086
RP11-796E2.4,RP11-796E2.4,0.9999924
BUB1,BUB1,1.0
CTD-2256P15.4,CTD-2256P15.4,0.99991894
SERPINB1,SERPINB1,1.0
CCDC144A,CCDC144A,0.9999875
URB1,URB1,1.0
ADGRF1,ADGRF1,1.0
TP53I11,TP53I11,0.99996614
GFAP,CTA-363E6.6,0.3644093
CTA-363E6.6,CTA-363E6.6,1.0
AC105760.2,AC105760.2,0.99992555
TFR2,TFR2,1.0
RP11-110I1.13,RP11-110I1.13,1.0
RP11-253M7.1,RP11-253M7.1,1.0
EEF1E1,EEF1E1,1.0
MIR222HG,ANGPTL4,0.3943643
ANGPTL4,ANGPTL4,1.0
HS3ST1,HS3ST1,0.9998975
NPR2,NPR2,1.0
TM6SF1,TM6SF1,0.99990916
FAM41C,FAM41C,1.0
LPAR5,LPAR5,0.9999104
RP11-185E8.1,RP11-185E8.1,1.0
ENDOG,ENDOG,1.0
PPP1R3E,PPP1R3E,0.9999902
